e,c,C,F,a,d,y,f,p,s,r,t,u
1366,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-07-12,2022.0,800.0,"SMART ELECTRIC SOLUTIONS, S.L.",Industry and Commerce,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00053-2022.pdf
1367,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-07-07,2022.0,1800.0,FINCAS ARENYS SL,Real Estate,Art. 13 GDPR,Insufficient fulfilment of information obligations,https://www.aepd.es/es/documento/ps-00029-2022.pdf
1368,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2022-06-09,2022.0,10000.0,Cribis Credit Management s.r.l.,"Finance, Insurance and Consulting","Art. 5 (1) a), c) GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9794913
1369,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2022-06-16,2022.0,70000.0,Unicredit S.p.A.,Employment,"Art. 12 GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9795350
1370,ROMANIA,Romania,/flags/flag_romania.png,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2022-08-22,2022.0,10000.0,Enel Energie Muntenia S.A.,Transportation and Energy,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,https://www.dataprotection.ro/index.jsp?page=Comunicat_Presa_22_08_2022&lang=ro
1371,ROMANIA,Romania,/flags/flag_romania.png,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2022-07-07,2022.0,4000.0,E Software Concept SRL,Industry and Commerce,"Art. 32 (1) b), (2) GDPR, Art. 58 (1) a), e) GDPR",Insufficient technical and organisational measures to ensure information security,https://www.dataprotection.ro/?page=Comunicat_Presa_07_07_2022_02&lang=ro
1372,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-08-30,2022.0,2000.0,Sindicato Intersectorial Trabajadores/as Provincia de Alicante,Individuals and Private Associations,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00626-2021.pdf
1373,IRELAND,Ireland,/flags/flag_ireland.png,Data Protection Authority of Ireland,2022-09-05,2022.0,405000000.0,"Meta Platforms, Inc.","Media, Telecoms and Broadcasting","Art. 5 (1) a), c) GDPR, Art. 6 (1) GDPR, Art. 12 (1) GDPR, Art. 24 GDPR, Art. 25 (1), (2) GDPR, Art. 35 GDPR",Non-compliance with general data processing principles,https://edpb.europa.eu/system/files/2022-09/edpb_bindingdecision_20222_ie_sa_instagramchildusers_en.pdf
1374,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-08-25,2022.0,480.0,SERVICIOS PROFESIONALES LA PARADA S.L.,Industry and Commerce,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00151-2022.pdf
1375,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-08-30,2022.0,3000.0,"COLEGIO VILLAEUROPA, S.C.L",Public Sector and Education,Art. 13 GDPR,Insufficient fulfilment of information obligations,https://www.aepd.es/es/documento/ps-00148-2022.pdf
1376,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-08-28,2022.0,1200.0,"DIGITECNIA SOLUTIONS, S.L.",Industry and Commerce,Art. 6 (1) GDPR,Insufficient legal basis for data processing,https://www.aepd.es/es/documento/ps-00346-2022.pdf
1377,ROMANIA,Romania,/flags/flag_romania.png,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2022-08-29,2022.0,1000.0,Alpha Bank Romania SA,"Finance, Insurance and Consulting","Art. 29 GDPR, Art. 32 (1) b) GDPR, Art. 32 (2), (4) GDPR",Insufficient technical and organisational measures to ensure information security,https://www.dataprotection.ro/?page=Comunicat_Presa_29_08_2022&lang=ro
1378,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-08-30,2022.0,1700.0,Bazar Pekin,Industry and Commerce,"Art. 13 GDPR, Art. 30 GDPR",Insufficient fulfilment of information obligations,https://www.aepd.es/es/documento/ps-00141-2022.pdf
1379,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-09-01,2022.0,240.0,MH VILASECA S.L.,Industry and Commerce,Art. 13 GDPR,Insufficient fulfilment of information obligations,https://www.aepd.es/es/documento/ps-00278-2022.pdf
1380,NORWAY,Norway,/flags/flag_norway.png,Norwegian Supervisory Authority (Datatilsynet),2022-08-25,2022.0,20000.0,Recover AS,Industry and Commerce,Art. 6 (1) e) GDPR,Insufficient legal basis for data processing,https://www.datatilsynet.no/regelverk-og-verktoy/lover-og-regler/avgjorelser-fra-datatilsynet/2022/recover-as-far-overtredelsesgebyr/
1381,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-09-13,2022.0,300.0,Private individual,Individuals and Private Associations,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00069-2022.pdf
1382,FRANCE,France,/flags/flag_france.png,French Data Protection Authority (CNIL),2022-09-13,2022.0,250000.0,GIE INFOGREFFE,Public Sector and Education,"Art. 5 (1) e) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,https://www.cnil.fr/fr/sanction-de-250-000-euros-lencontre-dinfogreffe
1383,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-09-13,2022.0,2000.0,Private individual,Individuals and Private Associations,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00150-2022.pdf
1384,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-09-09,2022.0,300.0,Private individual,Individuals and Private Associations,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00071-2022.pdf
1385,ROMANIA,Romania,/flags/flag_romania.png,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2022-09-09,2022.0,2000.0,SC Raiffeisen Bank SA,"Finance, Insurance and Consulting",Art. 5 (1) d) GDPR,Non-compliance with general data processing principles,https://www.dataprotection.ro/?page=Comunicat_Presa_09.09.2022&lang=ro
1386,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-09-09,2022.0,180.0,EURO DONER KEBAB,Accomodation and Hospitality,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00261-2022.pdf
1387,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-09-06,2022.0,20000.0,"MUXERS CONCEPT, S.L.",Employment,Art. 6 GDPR,Insufficient legal basis for data processing,https://www.aepd.es/es/documento/ps-00178-2022.pdf
1388,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-09-04,2022.0,360.0,Store owner,Industry and Commerce,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00177-2022.pdf
1389,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2022-06-30,2022.0,5000.0,"Federazione Italiana Sommelier, Albergatori e Ristoratori",Individuals and Private Associations,"Art. 5 (1) a), f) GDPR, Art. 6 (1) GDPR",Non-compliance with general data processing principles,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9803345
1390,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2022-06-16,2022.0,2000.0,Federazione Italiana Nuoto,Individuals and Private Associations,"Art. 12 (3), (4) GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9803309
1391,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-09-16,2022.0,480.0,Private individual,Individuals and Private Associations,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00050-2022.pdf
1392,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-09-16,2022.0,10000.0,"SOPHIE ET VOILA, S.L",Industry and Commerce,Art. 6 GDPR,Insufficient legal basis for data processing,https://www.aepd.es/es/documento/ps-00066-2022.pdf
1393,ROMANIA,Romania,/flags/flag_romania.png,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2022-09-08,2022.0,8000.0,Realmedia Network SA,"Media, Telecoms and Broadcasting","Art. 32 (1) b) GDPR, Art. 32 (2) GDPR",Insufficient technical and organisational measures to ensure information security,https://www.dataprotection.ro/?page=Comunicat_Presa_08_09_2022&lang=ro
1394,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-08-28,2022.0,48000.0,"NATURGY ENERGY GROUP, S.A.",Transportation and Energy,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00100-2022.pdf
1395,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-08-28,2022.0,5600.0,SOLIVESA MASTER FRANCHISE S.L.,"Media, Telecoms and Broadcasting","Art. 28 GDPR, Art. 48 (1) b) LGT",Insufficient fulfilment of data subjects rights,https://www.aepd.es/es/documento/ps-00186-2022.pdf
1396,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-09-04,2022.0,1500.0,Private individual,Individuals and Private Associations,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00521-2021.pdf
1397,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-07-15,2022.0,600.0,Private individual,Individuals and Private Associations,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00600-2021.pdf
1398,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Berlin,2022-09-20,2022.0,525000.0,Company,Industry and Commerce,Art. 38 (6) GDPR,Insufficient involvement of data protection officer,https://www.datenschutz-berlin.de/fileadmin/user_upload/pdf/pressemitteilungen/2022/20220920-BlnBDI-PM-Bussgeld-DSB.pdf
1399,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Baden-Wuerttemberg,2022-09-21,2022.0,50000.0,Property development company,Real Estate,"Art. 6 (1) GDPR, Art. 14 GDPR",Insufficient legal basis for data processing,https://www.baden-wuerttemberg.datenschutz.de/bussgeld-daten-aus-dem-grundbuch-stehen-nicht-zur-freien-verfuegung/
1400,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-09-16,2022.0,3000.0,"MARIELI GABRIELA, S.L.",Industry and Commerce,Art. 6 (1) GDPR,Insufficient legal basis for data processing,https://www.aepd.es/es/documento/ps-00203-2022.pdf
1401,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-09-16,2022.0,2000.0,Agent of the real estate agency BARCELONA DREAM HOUSE AGENCY,Real Estate,Art. 13 GDPR,Insufficient fulfilment of information obligations,https://www.aepd.es/es/documento/ps-00115-2022.pdf
1402,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-09-20,2022.0,1800.0,Union Sindical Obrera,Individuals and Private Associations,Art. 6 GDPR,Insufficient legal basis for data processing,https://www.aepd.es/es/documento/ps-00356-2022.pdf
1403,ROMANIA,Romania,/flags/flag_romania.png,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2022-09-19,2022.0,2000.0,Banca Comercială Română SA,"Finance, Insurance and Consulting","Art. 25 (1) GDPR, Art. 32 (1) b), d), e) GDPR",Insufficient technical and organisational measures to ensure information security,https://www.dataprotection.ro/?page=Comunicat_Presa_19_09_2022&lang=ro
1404,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-09-23,2022.0,3000.0,Private individual,Individuals and Private Associations,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00379-2021.pdf
1405,POLAND,Poland,/flags/flag_poland.png,Polish National Personal Data Protection Office (UODO),2022-09-07,2022.0,530.0,Sułkowice Cultural Center,Individuals and Private Associations,"Art. 28 (1), (3), (9) GDPR",Insufficient data processing agreement,https://www.uodo.gov.pl/decyzje/DKN.5131.29.2022
1406,HUNGARY,Hungary,/flags/flag_hungary.png,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),2022-08-08,2022.0,735.0,Company,Industry and Commerce,"Art. 5 (1) b), c) GDPR, Art. 5 (2) GDPR, Art. 6 (1) GDPR, Art. 13 (1), (2) GDPR",Non-compliance with general data processing principles,https://naih.hu//hatarozatok-vegzesek?download=554:hangfelvetel-keszitese-szerelesi-munkak-soran
1407,HUNGARY,Hungary,/flags/flag_hungary.png,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),2022-09-25,2022.0,1200.0,Health insurance provider,Health Care,"Art. 5 (1) a) GDPR, Art. 5 (2) GDPR, Art. 12 (3), (4) GDPR, Art. 31 GDPR",Non-compliance with general data processing principles,https://naih.hu//hatarozatok-vegzesek?download=557:erintetti-jogok-biztositasanak-serelme-a-vakcina-regisztracio-lekerdezes-vakcinareg-neak-gov-hu-kapcsan
1408,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Baden-Wuerttemberg,2022-09-21,2022.0,5000.0,Surveyor,Real Estate,Art. 6 (1) GDPR,Insufficient legal basis for data processing,https://www.baden-wuerttemberg.datenschutz.de/bussgeld-daten-aus-dem-grundbuch-stehen-nicht-zur-freien-verfuegung/
1409,ROMANIA,Romania,/flags/flag_romania.png,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2022-09-22,2022.0,2000.0,Bitfactor SRL,"Finance, Insurance and Consulting","Art. 25 (1) GDPR, Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security,https://www.dataprotection.ro/?page=Comunicat_Presa_22_09_2022&lang=ro
1410,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-09-28,2022.0,180.0,Y OTRO MAS C.B.,Industry and Commerce,Art. 13 GDPR,Insufficient fulfilment of information obligations,https://www.aepd.es/es/documento/ps-00316-2022.pdf
1411,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-09-28,2022.0,720.0,CLUB NATACIO LLEIDA,Individuals and Private Associations,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00093-2022.pdf
1412,DENMARK,Denmark,/flags/flag_denmark.png,Danish Data Protection Authority (Datatilsynet),2022-09-12,2022.0,6700.0,Hørsholm municipality,Public Sector and Education,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,https://www.datatilsynet.dk/presse-og-nyheder/nyhedsarkiv/2022/sep/hoersholm-kommune-idoemt-boede-paa-50000-kr
1413,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2022-07-28,2022.0,2000.0,Auto Hi-Fi System S.n.c,Industry and Commerce,"Art. 5 (1) a), c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9809504
1414,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2022-07-21,2022.0,2000.0,Global Service s.r.l.,Industry and Commerce,"Art. 5 (1) a) GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9810045
1415,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2022-07-21,2022.0,10000.0,Stay over s.r.l.,Industry and Commerce,"Art. 5 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 15 GDPR, Art. 114 Codice della privacy",Insufficient fulfilment of data subjects rights,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9809466
1416,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2022-07-21,2022.0,3000.0,Azienda Socio Sanitaria Territoriale Rhodense,Health Care,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9809520
1417,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-09-28,2022.0,31200.0,"BAYARD REVISTAS, S.A.","Media, Telecoms and Broadcasting","Art. 5 (1) f) GDPR, Art. 32 GDPR, Art. 33 GDPR",Insufficient technical and organisational measures to ensure information security,https://www.aepd.es/es/documento/ps-00246-2022.pdf
1418,AUSTRIA,Austria,/flags/flag_austria.png,Austrian Data Protection Authority (dsb),2021,2021.0,,Private individual,Individuals and Private Associations,"Art. 5 (1) a), c) GDPR",Non-compliance with general data processing principles,https://www.dsb.gv.at/dam/jcr:1360e98b-d22a-4a49-b3bd-6afca2f86d4c/Datenschutzbericht_2021.pdf
1419,AUSTRIA,Austria,/flags/flag_austria.png,Austrian Data Protection Authority (dsb),2021,2021.0,600.0,Private individual,Individuals and Private Associations,"Art. 5 (1) a) GDPR, Art. 9 (1), (2) GDPR",Non-compliance with general data processing principles,https://www.dsb.gv.at/dam/jcr:1360e98b-d22a-4a49-b3bd-6afca2f86d4c/Datenschutzbericht_2021.pdf
1420,DENMARK,Denmark,/flags/flag_denmark.png,Danish Data Protection Authority (Datatilsynet),2021-08-17,2021.0,20100.0,Danish Immigration Agency,Public Sector and Education,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,https://www.datatilsynet.dk/presse-og-nyheder/nyhedsarkiv/2021/aug/udlaendingestyrelsen-indstilles-til-boede
